"Township","Area","State","Median_Price","Median_PSF","Transactions","Multi_Type","Primary_Type","Freehold","Leasehold","Primary_Tenure","Log_Median_Price","Log_Median_PSF","Log_Transactions"
"r.p.r rangau","limbang","sarawak",80000,74,12,0,"terrace house",1,0,1,11.289781913656,4.30406509320417,2.484906649788
"desa ara","sungai ara","penang",815000,484,12,0,"terrace house",1,0,1,13.610943392223,6.18208490671663,2.484906649788
"taman bersatu (gelong)","jitra","kedah",2e+05,185,12,0,"terrace house",1,0,1,12.2060726455302,5.22035582507832,2.484906649788
"taman song choon","ipoh","perak",237500,190,12,0,"terrace house",0,1,0,12.3779229024568,5.24702407216049,2.484906649788
"taman mutiara gading (tr 277)","batu pahat","johor",495805,354,12,0,"terrace house",1,0,1,13.113937983244,5.86929691313377,2.484906649788
"merlin garden","kota samarahan","sarawak",571500,263,12,0,"terrace house",0,1,0,13.256019762217,5.57215403217776,2.484906649788
"taman plentong baru","masai","johor",295000,341,12,0,"terrace house",1,0,1,12.594730635322,5.83188247728352,2.484906649788
"taman klebang bayu","ipoh","perak",380400,229,12,0,"terrace house",1,0,1,12.8489786096534,5.43372200355424,2.484906649788
"taman keruing","batang kali","selangor",3e+05,198,12,0,"terrace house",0,1,0,12.6115377536383,5.28826703069454,2.484906649788
"taman khazanah indah","lahad datu","sabah",250000,152,12,0,"terrace house",0,1,0,12.4292161968444,5.02388052084628,2.484906649788
"taman setia residen","sitiawan","perak",499000,251,12,1,"terrace house",1,0,1,13.1203613747337,5.52545293913178,2.484906649788
"taman ria fasa 1","padang serai","kedah",262500,182,12,0,"terrace house",1,0,1,12.4780063610138,5.2040066870768,2.484906649788
"sungai isap damai","kuantan","pahang",260000,65,12,1,"semi d",0,1,0,12.4684369099977,4.17438726989564,2.484906649788
"taman iskandar","johor bahru","johor",744000,257,12,1,"bungalow",1,0,1,13.5197963138152,5.54907608489522,2.484906649788
"alamanda parkland","serendah","selangor",475000,397,12,0,"terrace house",1,0,1,13.0710700830168,5.98393628068719,2.484906649788
"horizon residence @ bukit indah","iskandar puteri (nusajaya)","johor",850000,451,12,0,"terrace house",1,0,1,13.6529916284665,6.11146733950268,2.484906649788
"per.sri. mahkota jaya (t.wira jaya)","kuantan","pahang",160000,229,12,0,"terrace house",1,0,1,11.982929094216,5.43372200355424,2.484906649788
"taman vista jaya","port dickson","negeri sembilan",175000,140,12,0,"terrace house",0,1,0,12.0725412529057,4.9416424226093,2.484906649788
"taman manjung point seksyen 2(pl 12194)","lumut","perak",3e+05,238,12,1,"terrace house",1,0,1,12.6115377536383,5.47227067367148,2.484906649788
"kb jinjang utara","jinjang","kuala lumpur",675000,207,12,1,"bungalow",0,1,0,13.4224679698547,5.33271879326537,2.484906649788
"taman lekir damai, kampung koh","sitiawan","perak",279400,178,12,0,"terrace house",1,0,1,12.540399725805,5.18178355029209,2.484906649788
"taman kasawari","durian tunggal","melaka",413000,244,12,1,"terrace house",1,0,1,12.9312028719432,5.4971682252932,2.484906649788
"taman sri jaya (sungai pelik)","sepang","selangor",598000,301,12,0,"terrace house",1,0,1,13.3013460329328,5.70711026474888,2.484906649788
"taman sendayan indah","bandar sri sendayan","negeri sembilan",271000,188,12,0,"terrace house",1,0,1,12.5098740998618,5.23644196282995,2.484906649788
"kampung mak chili","kemaman","terengganu",330000,115,12,1,"bungalow",1,0,1,12.7068479334427,4.74493212836325,2.484906649788
"desa sejijak","kuching","sarawak",176050,166,12,0,"terrace house",0,1,0,12.0785233245832,5.11198778835654,2.484906649788
"shah alam utama","shah alam","selangor",1073250,560,12,0,"terrace house",0,1,0,13.8862019860868,6.32793678372919,2.484906649788
"taman sri bahagia","cheras","selangor",561000,447,12,0,"terrace house",1,0,1,13.2374761845048,6.10255859461357,2.484906649788
"taman melaka baru","batu berendam","melaka",3e+05,202,12,0,"terrace house",0,1,0,12.6115377536383,5.30826769740121,2.484906649788
"taman merdeka fasa 1d","batu berendam","melaka",275000,232,12,0,"terrace house",0,1,0,12.5245263766487,5.44673737166631,2.484906649788
"taman sinar mentari","bedong","kedah",235000,149,12,0,"terrace house",1,0,1,12.3673407931263,5.00394630594546,2.484906649788
"taman delima","kluang","johor",360000,153,12,1,"bungalow",1,0,1,12.7938593104323,5.03043792139244,2.484906649788
"bandar nusaputra","puchong","selangor",635000,347,12,0,"terrace house",1,1,1,13.3613802778748,5.84932477994686,2.484906649788
"taman sri mas, bidor","bidor","perak",3e+05,194,12,0,"terrace house",0,1,0,12.6115377536383,5.26785815906333,2.484906649788
"taman murni","batu pahat","johor",327500,233,12,0,"terrace house",1,0,1,12.6992433340574,5.4510384535657,2.484906649788
"taman sri cendekia (taman connaught)","cheras","kuala lumpur",705000,370,12,0,"terrace house",0,1,0,13.4659530817944,5.91350300563827,2.484906649788
"taman desa pakatan","ipoh","perak",188500,216,12,0,"terrace house",0,1,0,12.1468532858702,5.37527840768417,2.484906649788
"taman teluk gedung indah","klang","selangor",382500,286,12,0,"terrace house",0,1,0,12.8544839322487,5.65599181081985,2.484906649788
"taman sri serdang","kepala batas","penang",425000,236,12,1,"bungalow",1,0,1,12.9598444479066,5.46383180502561,2.484906649788
"taman garing utama","rawang","selangor",350000,248,12,0,"terrace house",0,1,0,12.7656884334656,5.51342874616498,2.484906649788
"taman sri jaya","batu pahat","johor",301500,201,12,0,"terrace house",1,0,1,12.6165252951494,5.30330490805908,2.484906649788
"taman bukit","bukit mertajam","penang",620000,248,12,0,"semi d",1,0,1,13.3374747570213,5.51342874616498,2.484906649788
"taman seri impian","bukit mertajam","penang",589000,405,12,0,"terrace house",1,0,1,13.2861814626337,6.00388706710654,2.484906649788
"taman bukit panchor","nibong tebal","penang",374160,299,12,0,"terrace house",1,0,1,12.8324387923998,5.70044357339069,2.484906649788
"tabuan laru","kuching","sarawak",509444,250,12,1,"semi d",1,1,1,13.1410752139261,5.52146091786225,2.484906649788
"taman cempaka indah (pec lot 8029)","triang","pahang",288000,139,12,0,"terrace house",1,0,1,12.5707157591181,4.93447393313069,2.484906649788
"taman koperasi muhibbah","kluang","johor",180000,182,12,0,"terrace house",1,0,1,12.1007121298723,5.2040066870768,2.484906649788
"taman meru makmur","kapar","selangor",543000,232,12,1,"terrace house",1,0,1,13.2048645989161,5.44673737166631,2.484906649788
"eco sanctuary","tanjong duabelas","selangor",2161500,590,12,1,"terrace house",0,1,0,14.5863129830898,6.38012253689976,2.484906649788
"taman bukit emas","sungei petai","melaka",252500,160,12,0,"terrace house",1,0,1,12.4391665276976,5.07517381523383,2.484906649788
"taman bukit serindit","melaka city","melaka",392500,219,12,1,"bungalow",1,0,1,12.8802918162046,5.3890717298165,2.484906649788
"taman rasah jaya i","rasah","negeri sembilan",3e+05,202,12,0,"terrace house",1,0,1,12.6115377536383,5.30826769740121,2.484906649788
"taman ampangan","paroi","negeri sembilan",230000,145,12,1,"semi d",1,0,1,12.3458345879053,4.97673374242057,2.484906649788
"taman arkid","menglembu","perak",250000,239,12,0,"terrace house",0,1,0,12.4292161968444,5.47646355193151,2.484906649788
"taman desa","kluang","johor",215000,167,12,1,"terrace house",1,0,1,12.2783933071098,5.11799381241676,2.484906649788
"bandar baru wangsa maju","wangsa maju","kuala lumpur",840000,428,12,0,"terrace house",0,1,0,13.6411571708195,6.0591231955818,2.484906649788
"taman puteri gunung","simpang ampat","penang",275000,219,12,0,"terrace house",1,0,1,12.5245263766487,5.3890717298165,2.484906649788
"taman sri bakri iii","muar","johor",394000,243,12,0,"terrace house",1,0,1,12.8841061882801,5.49306144334055,2.484906649788
"nusavilla","iskandar puteri (nusajaya)","johor",5e+05,320,12,0,"town house",1,0,1,13.1223633774043,5.76832099579377,2.484906649788
"taman penaga permai","penaga","penang",350000,245,12,1,"semi d",1,0,1,12.7656884334656,5.50125821054473,2.484906649788
"taman putra","ampang","selangor",420000,507,12,1,"semi d",0,1,0,12.9480099902596,6.22851100359118,2.484906649788
"taman bukit pasir","batu pahat","johor",3e+05,195,12,0,"terrace house",1,0,1,12.6115377536383,5.27299955856375,2.484906649788
"nada 3 @ nada alam","mantin","negeri sembilan",960000,464,12,0,"terrace house",1,0,1,13.774688563444,6.13988455222626,2.484906649788
"taman bertek","klang","selangor",866000,352,12,0,"terrace house",1,0,1,13.6716401875446,5.8636311755981,2.484906649788
"taman bukit kaya","bukit kepayang","negeri sembilan",3e+05,151,12,0,"terrace house",1,0,1,12.6115377536383,5.01727983681492,2.484906649788
"taman koperasi cuepacs","cheras","selangor",390000,376,12,0,"terrace house",1,0,1,12.8739020181058,5.92958914338989,2.484906649788
"seksyen 21-28 bandar klang","klang","selangor",625000,347,12,1,"terrace house",1,0,1,13.3455069287185,5.84932477994686,2.484906649788
"taman teluk villa","penampang","sabah",432500,256,12,0,"terrace house",0,1,0,12.9773376053541,5.54517744447956,2.484906649788
"taman sejati indah fasa 3b","sungai petani","kedah",265000,204,12,0,"terrace house",1,0,1,12.4874851049684,5.31811999384422,2.484906649788
"taman tan sri yaacob","skudai","johor",4e+05,495,12,0,"terrace house",1,0,1,12.8992198260901,6.20455776256869,2.484906649788
"taman asa jaya","kajang","selangor",485000,389,12,0,"terrace house",1,0,1,13.0919041699196,5.96357934361845,2.484906649788
"taman jumbo","penampang","sabah",350000,390,12,0,"terrace house",0,1,0,12.7656884334656,5.96614673912369,2.484906649788
"taman seri jaromas","jenjarom","selangor",790000,272,12,1,"semi d",1,0,1,13.5797882244432,5.605802066296,2.484906649788
"sri awana","skudai","johor",280000,274,12,0,"town house",1,0,1,12.5425448821514,5.61312810638807,2.484906649788
"desa baiduri","ayer itam","penang",190000,309,12,0,"flat",0,1,0,12.1547793511426,5.73334127689775,2.484906649788
"crystal creek resort","taiping","perak",3e+05,220,12,0,"condominium",1,0,1,12.6115377536383,5.39362754635236,2.484906649788
"taman sri cahaya","kuching","sarawak",65500,139,12,1,"flat",0,1,0,11.0898054216233,4.93447393313069,2.484906649788
"apartment seri teluki","hulu selangor","selangor",150000,192,12,0,"flat",1,0,1,11.9183905730784,5.25749537202778,2.484906649788
"mont kiara aman","mont kiara","kuala lumpur",1475000,650,12,0,"condominium",1,0,1,14.2041685477561,6.47697236288968,2.484906649788
"platinum lake pv 12","setapak","kuala lumpur",475000,381,12,0,"condominium",0,1,0,13.0710700830168,5.9427993751267,2.484906649788
"idaman lavender 3","sungai ara","penang",340000,452,12,0,"apartment",1,0,1,12.7367008965923,6.11368217983223,2.484906649788
"paradiso nuova (merak kayangan)","iskandar puteri (nusajaya)","johor",708000,485,12,0,"condominium",1,0,1,13.4701993726759,6.18414889093748,2.484906649788
"green avenue condominium","bukit jalil","kuala lumpur",452500,421,12,0,"condominium",1,0,1,13.0225430421221,6.04263283368238,2.484906649788
"azuria condominium","tanjung bungah","penang",289000,419,12,0,"condominium",1,0,1,12.5741819670946,6.03787091992214,2.484906649788
"mutiara magna","kepong","kuala lumpur",220000,326,12,0,"flat",0,1,0,12.3013828253345,5.78689738136671,2.484906649788
"seroja","setia alam","selangor",2e+05,300,12,0,"flat",1,0,1,12.2060726455302,5.7037824746562,2.484906649788
"pandan residence","tebrau","johor",390000,423,12,0,"service residence",0,1,0,12.8739020181058,6.04737217904628,2.484906649788
"parkview towers","bukit jambul","penang",370000,360,12,0,"apartment",0,1,0,12.8212582846204,5.88610403145016,2.484906649788
"suria kinrara","bandar kinrara","selangor",181500,255,12,0,"service residence",0,1,0,12.109010932687,5.54126354515843,2.484906649788
"28 boulevard","ampang","selangor",335000,675,12,0,"service residence",0,1,0,12.7218858108072,6.51471269087253,2.484906649788
"bayu tasik 1","cheras","kuala lumpur",380000,420,12,0,"condominium",0,1,0,12.8479265317026,6.04025471127741,2.484906649788
"taman pandan cahaya","ampang","selangor",170000,275,12,0,"flat",0,1,0,12.0435537160324,5.61677109766657,2.484906649788
"palm court condominium","brickfields","kuala lumpur",367500,388,12,0,"condominium",0,1,0,12.814478597635,5.96100533962327,2.484906649788
"prestige iii","balik pulau","penang",192500,298,12,0,"apartment",1,0,1,12.16785143271,5.6970934865054,2.484906649788
"taman larkin idaman plot c","johor bahru","johor",265000,308,12,0,"apartment",0,1,0,12.4874851049684,5.73009978297357,2.484906649788
"the vyne","sungai besi","kuala lumpur",467500,540,12,0,"condominium",0,1,0,13.0551546277109,6.29156913955832,2.484906649788
"sierra east","relau","penang",786500,566,12,0,"condominium",1,0,1,13.5753480014805,6.33859407820318,2.484906649788
"menara orkid","sentul","kuala lumpur",295000,347,12,0,"apartment",0,1,0,12.594730635322,5.84932477994686,2.484906649788
"pangsapuri pelangi","georgetown","penang",245000,348,12,0,"flat",0,1,0,12.4090134895269,5.85220247977447,2.484906649788
"riana green condominium","tropicana","selangor",495000,445,12,0,"condominium",0,1,0,13.1123130415508,6.09807428216624,2.484906649788
"taman sri harmoni","kuching","sarawak",66000,133,12,0,"flat",0,1,0,11.0974100210086,4.89034912822175,2.484906649788
"subang avenue","subang jaya","selangor",470000,470,12,0,"service residence",1,0,1,13.0604879736862,6.1527326947041,2.484906649788
"m city","ampang","kuala lumpur",530000,598,12,0,"service residence",1,0,1,13.1806322855283,6.39359075395063,2.484906649788
"d'inspire residence (inspira bestari)","iskandar puteri (nusajaya)","johor",446150,437,12,0,"service residence",1,0,1,13.0084104973283,6.07993319509559,2.484906649788
"centrio avenue","gelugor","penang",330000,483,12,0,"apartment",1,0,1,12.7068479334427,6.18001665365257,2.484906649788
"bukit saujana","ayer itam","penang",220000,319,12,0,"flat",1,0,1,12.3013828253345,5.76519110278484,2.484906649788
"berjaya times square","bukit bintang","kuala lumpur",499600,805,12,0,"service residence",1,0,1,13.1215630572336,6.69084227741856,2.484906649788
"pelangi indah condominium","jalan kuching","kuala lumpur",295000,293,12,0,"condominium",1,0,1,12.594730635322,5.68017260901707,2.484906649788
"palmville resort condominium","bandar sunway","selangor",692500,469,12,0,"condominium",0,1,0,13.4480635170436,6.15060276844628,2.484906649788
"sd apartments ii","bandar sri damansara","selangor",340000,430,12,0,"apartment",1,0,1,12.7367008965923,6.06378520868761,2.484906649788
"the ruma","klcc","kuala lumpur",1497050,1563,12,0,"service residence",1,0,1,14.2190070629776,7.35436233042148,2.484906649788
"greenview residence","bandar sungai long","selangor",650000,479,12,0,"condominium",1,0,1,13.3847276418718,6.17170059741091,2.484906649788
"the regina","subang jaya","selangor",545000,446,12,0,"condominium",0,1,0,13.2085410736454,6.10031895202006,2.484906649788
"taman permata","bukit mertajam","penang",75000,136,12,0,"flat",1,0,1,11.2252433925184,4.91265488573605,2.484906649788
"beverly hills 5","kota kinabalu","sabah",185000,402,12,0,"apartment",0,1,0,12.1281111040605,5.99645208861902,2.484906649788
"flat danau kota","setapak","kuala lumpur",190000,271,12,0,"flat",0,1,0,12.1547793511426,5.6021188208797,2.484906649788
"putra damai","putrajaya","putrajaya",250000,357,12,0,"flat",1,0,1,12.4292161968444,5.87773578177964,2.484906649788
"anggerik apartment","serendah","selangor",130000,185,12,0,"apartment",1,0,1,11.7752897294377,5.22035582507832,2.484906649788
"cyber heights villa","cyberjaya","selangor",364315,284,12,0,"condominium",1,0,1,12.8057741570049,5.64897423816121,2.484906649788
"straits quay (the suites at waterside)","tanjong tokong","penang",1130000,851,12,0,"service residence",1,0,1,13.9377281906885,6.74641212857337,2.484906649788
"wisma 2020","muar","johor",155000,220,12,0,"apartment",1,0,1,11.9511803959014,5.39362754635236,2.484906649788
"karisma @ eco majestic","semenyih","selangor",262500,329,12,0,"apartment",1,0,1,12.4780063610138,5.79605775076537,2.484906649788
"sentul utama condominium","sentul","kuala lumpur",342500,385,12,0,"condominium",0,1,0,12.7440269366844,5.95324333428778,2.484906649788
"d'carlton (residensi seri mega)","masai","johor",410000,414,12,0,"service residence",1,0,1,12.9239124386805,6.02586597382531,2.484906649788
"vista indah putra","klang","selangor",330000,336,12,0,"apartment",1,0,1,12.7068479334427,5.8171111599632,2.484906649788
"pangsapuri cemara","cheras","kuala lumpur",377500,512,12,0,"apartment",0,1,0,12.8413258476712,6.23832462503951,2.484906649788
"pangsapuri seri inai","serendah","selangor",132500,166,12,0,"flat",1,0,1,11.7943379244084,5.11198778835654,2.484906649788
"subang perdana goodyear court 6","subang jaya","selangor",282500,345,12,0,"apartment",1,0,1,12.5514338295686,5.84354441703136,2.484906649788
"tuaran impian","tuaran","sabah",195000,234,12,0,"apartment",0,1,0,12.1807548375459,5.4553211153577,2.484906649788
"kl traders square","setapak","kuala lumpur",5e+05,533,12,0,"service residence",1,0,1,13.1223633774043,6.27852142416584,2.484906649788
"mesahill","nilai","negeri sembilan",260000,446,12,0,"service residence",1,0,1,12.4684369099977,6.10031895202006,2.484906649788
"the peak residences","tanjong tokong","penang",570000,544,12,0,"condominium",1,0,1,13.2533916398107,6.29894924685594,2.484906649788
"taman telipok ria fasa 1 & fasa 2","tuaran","sabah",160000,263,12,0,"apartment",0,1,0,11.982929094216,5.57215403217776,2.484906649788
"taman gamelan indah","sungai bakap","penang",408000,264,11,1,"terrace house",1,0,1,12.9190224533863,5.57594910314632,2.39789527279837
"taman meru 2b (fasa i-iv)","ipoh","perak",280000,247,11,0,"terrace house",0,1,0,12.5425448821514,5.50938833662798,2.39789527279837
"taman tasek mutiara","ipoh","perak",370000,250,11,0,"terrace house",1,0,1,12.8212582846204,5.52146091786225,2.39789527279837
"semenyih parklands","beranang","selangor",465000,357,11,0,"terrace house",1,0,1,13.0497926845695,5.87773578177964,2.39789527279837
"taman mastiara","batu caves","kuala lumpur",590000,586,11,0,"terrace house",0,1,0,13.2878778158819,6.37331978957701,2.39789527279837
"taman perwira","simpang ampat","penang",290000,248,11,0,"terrace house",1,0,1,12.5776362019627,5.51342874616498,2.39789527279837
"galena villa @taman bukit galena","seremban","negeri sembilan",568000,397,11,0,"terrace house",1,0,1,13.2498766977033,5.98393628068719,2.39789527279837
"taman gadong utama","bertam","melaka",320000,204,11,1,"semi d",1,1,1,12.6760762747759,5.31811999384422,2.39789527279837
"bandar jaya","bintulu","sarawak",5e+05,250,11,1,"terrace house",0,1,0,13.1223633774043,5.52146091786225,2.39789527279837
"residensi villa mutiara","sungai bakap","penang",560000,345,11,1,"terrace house",1,0,1,13.2356920627113,5.84354441703136,2.39789527279837
"taman air putih permai (pl 30779)","taiping","perak",369900,128,11,0,"semi d",1,0,1,12.8209879778205,4.85203026391962,2.39789527279837
"taman seremban 3","rasah","negeri sembilan",390000,231,11,0,"terrace house",1,0,1,12.8739020181058,5.44241771052179,2.39789527279837
"taman pengkalan prisma","batu gajah","perak",290000,168,11,0,"terrace house",0,1,0,12.5776362019627,5.12396397940326,2.39789527279837
"taman kien leong/kim chuan","klang","selangor",5e+05,325,11,0,"terrace house",1,0,1,13.1223633774043,5.78382518232974,2.39789527279837
"taman mosey hill","ipoh","perak",399880,211,11,0,"terrace house",0,1,0,12.8989197810811,5.35185813347607,2.39789527279837
"taman kurau murni (batu kurau)","batu kurau","perak",318800,177,11,1,"cluster house",1,0,1,12.6723192258982,5.17614973257383,2.39789527279837
"garden city homes @ seremban 2","seremban 2","negeri sembilan",755000,236,11,1,"terrace house",1,0,1,13.5344730282312,5.46383180502561,2.39789527279837
"park avenue @ seremban 2","seremban 2","negeri sembilan",580000,207,11,1,"terrace house",1,0,1,13.2707833825226,5.33271879326537,2.39789527279837
"taman raia perdana","gopeng","perak",140000,117,11,0,"terrace house",0,1,0,11.8493977015914,4.76217393479776,2.39789527279837
"taman oren","butterworth","penang",1230800,778,11,0,"terrace house",1,0,1,14.02317492243,6.65672652417839,2.39789527279837
"taman cempaka perdana","senawang","negeri sembilan",397083,244,11,0,"terrace house",0,1,0,12.8919006058277,5.4971682252932,2.39789527279837
"rendang exora (pec lot 24818)","pekan","pahang",260000,186,11,0,"terrace house",1,0,1,12.4684369099977,5.2257466737132,2.39789527279837
"taman permai 2","bukit kepayang","negeri sembilan",260000,209,11,0,"terrace house",1,0,1,12.4684369099977,5.34233425196481,2.39789527279837
"taman jengka sejahtera (pt 29246)","chenor","pahang",243750,158,11,0,"terrace house",0,1,0,12.4038983888601,5.06259503302697,2.39789527279837
"taman perdana (casa perdana)","simpang ampat","penang",575000,374,11,1,"terrace house",1,0,1,13.2621253197795,5.92425579741453,2.39789527279837
"taman impian putra","port dickson","negeri sembilan",375000,173,11,1,"terrace house",0,1,0,12.8346813049525,5.15329159449778,2.39789527279837
"taman pengkalan suria","ipoh","perak",435240,182,11,1,"cluster house",0,1,0,12.9836528820649,5.2040066870768,2.39789527279837
"taman pesona, sungai segamat","segamat","johor",363500,190,11,0,"terrace house",1,0,1,12.8035345759557,5.24702407216049,2.39789527279837
"taman riang diawan","kampar","perak",239800,171,11,0,"terrace house",0,1,0,12.3875605215756,5.14166355650266,2.39789527279837
"residensi bukit orkid","ulu langat","selangor",1150000,760,11,1,"semi d",1,0,1,13.9552725003394,6.63331843328038,2.39789527279837
"t.vista @ balok permai (p/l :15153)","sungai karang","pahang",340000,134,11,0,"terrace house",0,1,0,12.7367008965923,4.89783979995091,2.39789527279837
"taman desa anugerah","sepang","selangor",381000,272,11,0,"terrace house",0,1,0,12.8505546541088,5.605802066296,2.39789527279837
"taman gamelan","kuala kedah","kedah",350260,148,11,1,"semi d",1,0,1,12.7664310148267,4.99721227376411,2.39789527279837
"taman serai merbau","bagan serai","perak",317800,187,11,1,"semi d",1,0,1,12.6691775330848,5.23110861685459,2.39789527279837
"taman matang murni (pl 13411 - 13412)","simpang","perak",288000,187,11,0,"terrace house",1,0,1,12.5707157591181,5.23110861685459,2.39789527279837
"taman seri ampang","ipoh","perak",280000,183,11,0,"terrace house",0,1,0,12.5425448821514,5.20948615284142,2.39789527279837
"taman maju jasin","jasin","melaka",220000,144,11,1,"cluster house",0,1,0,12.3013828253345,4.969813299576,2.39789527279837
"sunway city","tambun","perak",608000,294,11,1,"town house",0,1,0,13.3179301609483,5.68357976733868,2.39789527279837
"glenmarie cove","klang","selangor",1120000,334,11,0,"semi d",1,0,1,13.9288392432713,5.8111409929767,2.39789527279837
"taman gemilang","kulai","johor",488000,290,11,0,"terrace house",1,0,1,13.0980706848353,5.66988092298052,2.39789527279837
"taman amalina lestari","raub","pahang",2e+05,168,11,0,"terrace house",0,1,0,12.2060726455302,5.12396397940326,2.39789527279837
"sanctuary garden","bukit mertajam","penang",860000,329,11,0,"semi d",1,0,1,13.6646876682297,5.79605775076537,2.39789527279837
"taman pandan jaya","ampang","selangor",530000,500,11,0,"terrace house",0,1,0,13.1806322855283,6.21460809842219,2.39789527279837
"taman megah","pontian","johor",366000,234,11,1,"terrace house",1,0,1,12.8103886123835,5.4553211153577,2.39789527279837
"taman abadi heights","puchong","selangor",756000,538,11,1,"semi d",0,1,0,13.5357966551617,6.28785856016178,2.39789527279837
"taman wawasan / bandar baru mersing","mersing","johor",260000,214,11,0,"terrace house",1,0,1,12.4684369099977,5.36597601502185,2.39789527279837
"taman sri setia","johor bahru","johor",738000,289,11,1,"terrace house",1,0,1,13.5116991035826,5.66642668811243,2.39789527279837
"setia indah 11","setia alam","selangor",7e+05,507,11,0,"terrace house",1,0,1,13.4588356140255,6.22851100359118,2.39789527279837
"taman parit bakar indah-tr.149","muar","johor",498000,282,11,0,"terrace house",1,0,1,13.1183553560068,5.64190707093811,2.39789527279837
"taman villa mutiara indah","sungai bakap","penang",670000,246,11,1,"semi d",1,0,1,13.4150329913671,5.50533153593236,2.39789527279837
"taman sutera wangi","batu berendam","melaka",388000,250,11,0,"terrace house",0,1,0,12.8687606186054,5.52146091786225,2.39789527279837
"taman jati","batu berendam","melaka",380000,269,11,0,"terrace house",1,1,1,12.8479265317026,5.59471137960184,2.39789527279837
"taman seri bayu 2","sungai petani","kedah",175000,155,11,0,"terrace house",1,0,1,12.0725412529057,5.04342511691925,2.39789527279837
"taman redang","masai","johor",780000,393,11,0,"terrace house",1,1,1,13.5670491986658,5.97380961186926,2.39789527279837
"seksyen 19 shah alam","shah alam","selangor",450000,321,11,0,"terrace house",0,1,0,13.0170028617465,5.77144112313002,2.39789527279837
"taman desa utama, sungai merab","dengkil","selangor",685000,393,11,0,"terrace house",1,0,1,13.4371741172444,5.97380961186926,2.39789527279837
"taman batu gajah perdana","batu gajah","perak",275000,151,11,0,"terrace house",0,1,0,12.5245263766487,5.01727983681492,2.39789527279837
"taman bacang baru","bachang","melaka",3e+05,219,11,0,"terrace house",0,1,0,12.6115377536383,5.3890717298165,2.39789527279837
"taman impian ehsan","balakong","selangor",330000,322,11,0,"terrace house",0,1,0,12.7068479334427,5.77455154554441,2.39789527279837
"taman dusun setia","seremban","negeri sembilan",275000,238,11,0,"terrace house",1,0,1,12.5245263766487,5.47227067367148,2.39789527279837
"hijayu 3b","bandar sri sendayan","negeri sembilan",580000,309,11,0,"terrace house",1,0,1,13.2707833825226,5.73334127689775,2.39789527279837
"e-residence","kuching","sarawak",6e+05,254,11,0,"terrace house",0,1,0,13.3046849341983,5.53733426701854,2.39789527279837
"taman impian alma","bukit mertajam","penang",4e+05,268,11,0,"terrace house",1,0,1,12.8992198260901,5.59098698051086,2.39789527279837
"palm walk","bandar sungai long","selangor",748000,508,11,0,"terrace house",1,0,1,13.5251582569566,6.23048144757848,2.39789527279837
"taman sppk","ipoh","perak",250000,146,11,1,"terrace house",0,1,0,12.4292161968444,4.98360662170834,2.39789527279837
"seksyen 18","petaling jaya","selangor",695000,162,11,1,"terrace house",1,1,1,13.4516671245469,5.08759633523238,2.39789527279837
"taman sri nanding","ulu langat","selangor",280000,250,11,0,"terrace house",0,1,0,12.5425448821514,5.52146091786225,2.39789527279837
"taman rimba (pec lot 1135)","mentakab","pahang",137000,186,11,0,"terrace house",1,0,1,11.8277362048103,5.2257466737132,2.39789527279837
"taman bukit rambai (baru)","bukit rambai","melaka",280000,182,11,1,"terrace house",1,0,1,12.5425448821514,5.2040066870768,2.39789527279837
"taman sri segambut","segambut","kuala lumpur",650000,441,11,0,"terrace house",0,1,0,13.3847276418718,6.08904487544685,2.39789527279837
"kampung tasik tambahan","ampang","selangor",420000,405,11,0,"terrace house",0,1,0,12.9480099902596,6.00388706710654,2.39789527279837
"taman bertam indah","kepala batas","penang",310000,215,11,1,"semi d",1,0,1,12.6443275764613,5.37063802812766,2.39789527279837
"subang 2","sungai buloh","selangor",575000,463,11,0,"terrace house",0,1,0,13.2621253197795,6.13772705408623,2.39789527279837
"taman sekiah makmur","ulu bernam","perak",260000,179,11,0,"terrace house",0,1,0,12.4684369099977,5.18738580584075,2.39789527279837
"rpr sungai plan","bintulu","sarawak",270000,196,11,0,"terrace house",0,1,0,12.5061772379805,5.27811465923052,2.39789527279837
"taman metro pengkalan","batu gajah","perak",260000,186,11,0,"terrace house",0,1,0,12.4684369099977,5.2257466737132,2.39789527279837
"taman bukit juru","juru","penang",625000,375,11,0,"terrace house",1,0,1,13.3455069287185,5.92692602597041,2.39789527279837
"taman kulim technocity fasa 3","kulim","kedah",395000,318,11,0,"terrace house",1,0,1,12.8866410438833,5.76205138278018,2.39789527279837
"taman putra indah","ipoh","perak",240000,180,11,0,"terrace house",1,0,1,12.3883942023241,5.19295685089021,2.39789527279837
"bandar seri botani","batu gajah","perak",825510,320,11,0,"terrace house",1,0,1,13.6237566561393,5.76832099579377,2.39789527279837
"bandar puncak sena","pokok sena","kedah",326800,267,11,0,"terrace house",1,0,1,12.697103641968,5.58724865840025,2.39789527279837
"taman sri rembau","rembau","negeri sembilan",280000,128,11,1,"semi d",1,0,1,12.5425448821514,4.85203026391962,2.39789527279837
"taman gunung mas","tampin","negeri sembilan",2e+05,159,11,0,"terrace house",1,0,1,12.2060726455302,5.06890420222023,2.39789527279837
"taman aman putri","sungai buloh","selangor",872000,464,11,0,"terrace house",1,0,1,13.6785447028911,6.13988455222626,2.39789527279837
